CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,NumSupportTickets,NumServicesSubscribed,PreviousComplaints,Churn
CUST102219,39.0,Female,49,90.74,4044.11,One year,Credit card,2,8,2,1
CUST102220,37.0,Female,16,38.06,634.79,Two year,Electronic check,1,3,0,0
CUST102221,33.0,Male,9,85.68,706.4,Two year,Credit card,1,8,1,1
CUST102222,52.0,Male,17,57.81,1014.03,One year,Electronic check,1,3,1,0
CUST102223,39.0,Male,12,81.4,1034.75,Month-to-month,Credit card,1,8,1,0
CUST102224,33.0,Female,20,90.9,1901.75,Two year,Electronic check,2,8,0,0
CUST102225,60.0,Male,3,47.37,130.53,Month-to-month,Bank transfer,2,2,2,1
CUST102226,62.0,Female,72,50.22,3436.51,One year,Mailed check,5,3,0,0
CUST102227,34.0,Male,13,65.87,816.33,One year,Mailed check,2,6,2,0
CUST102228,18.0,Female,10,39.14,380.76,Month-to-month,Bank transfer,1,2,1,0
CUST102229,56.0,Male,30,71.7,1918.35,One year,Credit card,0,8,2,0
CUST102230,32.0,Female,11,67.76,717.87,One year,Electronic check,3,7,0,1
CUST102231,53.0,Male,43,53.16,2234.9,One year,Credit card,1,5,1,0
CUST102232,18.0,Female,15,99.92,1473.21,Two year,Bank transfer,1,8,2,1
CUST102233,54.0,Male,31,35.5,1161.0,One year,Credit card,3,3,1,0
CUST102234,25.0,Female,3,59.38,174.46,Month-to-month,Mailed check,0,6,0,1
CUST102235,52.0,Female,45,33.65,1374.48,Two year,Mailed check,1,3,0,0
CUST102236,42.0,Male,32,86.48,2811.03,One year,Credit card,3,8,2,0
CUST102237,29.0,Female,6,43.14,271.61,Month-to-month,Mailed check,0,3,0,1
CUST102238,36.0,Female,4,42.69,158.78,Month-to-month,Mailed check,3,2,0,0
CUST102239,52.0,Male,9,79.37,722.42,Month-to-month,Electronic check,1,7,0,1
CUST102240,43.0,Male,72,62.96,4019.67,Two year,Electronic check,5,7,0,1
CUST102241,50.0,Male,7,27.54,180.34,Month-to-month,Bank transfer,1,2,1,1
CUST102242,70.0,Female,15,92.92,1501.55,Two year,Bank transfer,1,8,1,0
CUST102243,20.0,Female,1,24.37,26.27,Month-to-month,,3,1,1,1
CUST102244,65.0,Male,12,43.5,518.78,One year,Electronic check,1,2,0,0
CUST102245,43.0,Female,20,32.8,672.79,Two year,Mailed check,2,2,0,0
CUST102246,29.0,Female,72,42.26,3235.94,Two year,Mailed check,5,4,2,0
CUST102247,23.0,Female,17,79.57,1473.94,Month-to-month,Mailed check,2,8,0,1
CUST102248,39.0,Female,41,34.26,1365.99,One year,Credit card,2,3,1,0
CUST102249,55.0,Female,19,29.48,554.74,One year,Credit card,3,2,1,0
CUST102250,40.0,Female,1,43.61,41.6,One year,Electronic check,2,3,0,0
CUST102251,63.0,Male,9,46.09,360.05,One year,Credit card,4,3,0,0
CUST102252,22.0,Female,21,37.28,748.2,Two year,Mailed check,1,4,0,1
CUST102253,42.0,Male,72,81.86,6174.81,One year,Bank transfer,4,8,0,0
CUST102254,24.0,Male,47,37.31,1843.39,Two year,Electronic check,0,3,0,0
CUST102255,47.0,Male,6,60.81,391.53,Month-to-month,Bank transfer,2,6,1,1
CUST102256,54.0,Female,6,35.06,181.51,Month-to-month,Electronic check,0,2,1,0
CUST102257,36.0,Female,5,37.6,184.58,Month-to-month,Mailed check,1,3,2,0
CUST102258,18.0,Male,61,37.06,1982.27,Two year,Electronic check,3,1,1,0
CUST102259,45.0,Male,46,35.5,1470.0,Two year,Electronic check,0,1,0,0
CUST102260,48.0,Male,36,59.45,2300.83,One year,Electronic check,2,4,1,1
CUST102261,48.0,Female,12,62.04,725.27,Two year,Electronic check,1,6,1,0
CUST102262,59.0,Male,17,66.3,1171.77,Two year,Electronic check,2,7,0,0
CUST102263,27.0,Female,15,74.66,969.94,One year,Bank transfer,2,7,1,0
CUST102264,52.0,Male,7,32.8,219.09,Month-to-month,Electronic check,4,2,0,0
CUST102265,59.0,Male,17,77.13,1335.55,Two year,Bank transfer,2,8,0,0
CUST102266,18.0,Male,1,40.59,35.86,One year,Electronic check,1,4,1,1
CUST102267,46.0,Male,3,25.67,71.73,Month-to-month,Credit card,1,1,0,1
CUST102268,35.0,Female,52,62.77,2827.11,One year,Credit card,3,6,1,0
CUST102269,41.0,Male,33,39.51,1320.56,One year,Electronic check,2,2,1,0
CUST102270,47.0,Male,13,47.32,672.2,Month-to-month,Bank transfer,0,3,2,0
CUST102271,35.0,Male,17,42.81,769.08,Two year,Electronic check,3,2,0,0
CUST102272,33.0,Male,11,47.93,576.61,Month-to-month,Credit card,4,5,2,1
CUST102273,42.0,Male,32,37.21,1263.83,Two year,Mailed check,0,2,1,0
CUST102274,27.0,Male,37,36.18,1424.07,Month-to-month,Electronic check,0,3,0,0
CUST102275,27.0,Female,35,48.24,1678.77,One year,Electronic check,0,5,0,0
CUST102276,52.0,Female,31,70.57,2142.96,Month-to-month,Electronic check,1,7,1,0
CUST102277,26.0,Male,5,74.55,354.7,One year,Mailed check,2,6,0,0
CUST102278,51.0,Male,10,47.02,495.84,Month-to-month,Bank transfer,2,4,1,0
CUST102279,48.0,Female,15,78.52,1054.74,Two year,Mailed check,2,6,0,0
CUST102280,18.0,Male,10,38.39,331.71,Month-to-month,Mailed check,1,2,1,0
CUST102281,33.0,Male,34,70.85,2618.41,Month-to-month,Electronic check,1,7,0,0
CUST102282,59.0,Male,10,59.28,504.44,Month-to-month,Electronic check,4,4,1,1
CUST102283,28.0,Male,4,37.56,164.39,Month-to-month,Electronic check,5,2,0,1
CUST102284,35.0,Female,12,18.54,229.65,Two year,Credit card,3,1,0,0
CUST102285,48.0,Male,72,40.87,2742.91,One year,Electronic check,0,1,0,0
CUST102286,53.0,Female,6,44.08,270.95,Month-to-month,Bank transfer,1,3,1,1
CUST102287,38.0,Male,23,74.15,1798.34,One year,Electronic check,2,7,1,0
CUST102288,34.0,Male,14,75.16,958.95,One year,Electronic check,1,8,0,0
CUST102289,62.0,Female,2,83.44,174.01,Month-to-month,Bank transfer,1,7,0,1
CUST102290,66.0,Male,16,86.14,1448.66,Month-to-month,Mailed check,3,8,0,1
CUST102291,56.0,Female,29,71.03,1879.3,Two year,Mailed check,0,6,0,0
CUST102292,43.0,Male,17,21.94,320.94,Two year,Bank transfer,1,1,1,0
CUST102293,31.0,Female,49,64.67,2855.21,Month-to-month,Mailed check,1,5,0,0
CUST102294,30.0,Male,8,65.29,470.17,Month-to-month,Electronic check,1,5,0,0
CUST102295,49.0,Female,2,68.65,118.94,One year,Bank transfer,1,7,0,0
CUST102296,48.0,Male,66,62.66,,Two year,Bank transfer,1,7,2,0
CUST102297,62.0,Female,11,38.65,401.76,One year,Electronic check,1,2,0,0
CUST102298,51.0,Male,21,61.41,1381.3,One year,Mailed check,1,7,0,0
CUST102299,21.0,Female,38,51.22,1777.11,One year,Electronic check,2,4,0,0
CUST102300,57.0,Male,9,54.42,471.81,Two year,Electronic check,1,5,2,0
CUST102301,28.0,Female,30,43.75,1325.3,Two year,Bank transfer,0,2,1,0
CUST102302,37.0,Male,3,78.86,252.99,Month-to-month,Credit card,2,8,0,1
CUST102303,46.0,Male,8,58.86,462.01,One year,Credit card,2,4,0,1
CUST102304,70.0,Male,4,69.89,263.73,One year,Electronic check,1,7,1,1
CUST102305,80.0,Male,40,82.0,3498.95,One year,Mailed check,1,7,0,0
CUST102306,50.0,Male,6,42.48,236.42,Month-to-month,Bank transfer,0,1,1,1
CUST102307,39.0,Female,30,25.46,664.4,Month-to-month,Electronic check,0,2,1,1
CUST102308,49.0,Female,69,52.34,3471.55,Month-to-month,Bank transfer,1,4,0,0
CUST102309,54.0,Male,18,63.99,1205.12,Two year,Bank transfer,1,3,1,0
CUST102310,38.0,Female,19,74.53,1214.56,One year,Credit card,1,7,3,0
CUST102311,67.0,Female,15,66.49,993.83,Two year,Electronic check,0,6,0,0
CUST102312,45.0,Male,9,72.31,649.89,Two year,Electronic check,1,6,0,0
CUST102313,49.0,Female,15,74.33,1206.53,Month-to-month,Credit card,2,7,1,1
CUST102314,51.0,Female,22,28.34,574.61,One year,Bank transfer,0,3,1,0
CUST102315,48.0,Female,72,67.06,4440.65,Two year,Credit card,1,5,0,0
CUST102316,54.0,Male,67,49.98,3215.12,Two year,Electronic check,2,6,1,0
CUST102317,33.0,Female,48,46.67,2104.02,Two year,Bank transfer,1,4,2,0
CUST102318,34.0,Male,53,83.66,4585.12,One year,Bank transfer,0,7,0,0
CUST102319,27.0,Male,15,71.15,1078.39,One year,Electronic check,1,7,0,0
CUST102320,48.0,Male,26,68.45,1850.41,One year,Mailed check,2,7,1,0
CUST102321,53.0,Female,54,49.03,2793.27,Two year,Bank transfer,3,3,1,0
CUST102322,48.0,Female,12,51.19,663.88,One year,Electronic check,0,5,2,0
CUST102323,65.0,Female,72,24.22,1670.14,Two year,Electronic check,4,2,0,0
CUST102324,42.0,Female,13,76.2,1085.87,One year,Bank transfer,1,7,1,0
CUST102325,51.0,Male,22,32.54,647.09,Two year,Mailed check,2,2,0,0
CUST102326,27.0,Male,30,40.05,1235.85,Two year,Credit card,3,4,0,0
CUST102327,37.0,Male,72,55.1,3901.75,One year,Electronic check,0,4,0,0
CUST102328,52.0,Male,7,85.72,632.58,Month-to-month,Electronic check,1,8,1,1
CUST102329,54.0,Female,33,47.12,1507.06,One year,Credit card,1,4,1,0
CUST102330,38.0,Female,18,63.67,1198.76,One year,Credit card,4,6,0,0
CUST102331,41.0,Male,8,53.76,465.58,Month-to-month,Electronic check,2,4,0,0
CUST102332,21.0,Male,36,91.52,3403.69,Month-to-month,Credit card,1,8,0,0
CUST102333,37.0,Male,19,71.74,1423.07,One year,Electronic check,1,7,0,1
CUST102334,54.0,Male,26,47.24,1064.63,Two year,Electronic check,0,3,2,0
CUST102335,50.0,Female,9,46.52,377.33,Month-to-month,Electronic check,3,3,0,0
CUST102336,49.0,Female,16,65.03,1137.84,Month-to-month,Electronic check,1,5,0,0
CUST102337,43.0,Female,23,42.31,995.8,Two year,Credit card,1,3,2,0
CUST102338,42.0,Male,12,74.7,887.76,Two year,Bank transfer,1,8,0,0
CUST102339,33.0,Male,5,62.3,293.35,Two year,Credit card,3,6,0,0
CUST102340,52.0,Male,72,84.74,5253.8,Two year,Bank transfer,2,8,0,0
CUST102341,48.0,Female,17,48.55,777.71,Month-to-month,Mailed check,4,2,1,1
CUST102342,49.0,Female,32,78.13,2436.98,One year,Bank transfer,0,8,1,0
CUST102343,35.0,Male,13,64.44,756.35,Two year,Credit card,3,5,0,0
CUST102344,18.0,Female,11,39.38,386.95,Month-to-month,Bank transfer,2,3,0,0
CUST102345,57.0,Male,13,50.88,646.3,Month-to-month,Bank transfer,3,4,1,0
CUST102346,35.0,Female,13,54.12,701.08,Month-to-month,Credit card,0,3,1,0
CUST102347,30.0,Female,19,32.11,555.17,One year,Electronic check,0,1,0,1
CUST102348,52.0,Female,19,48.07,910.45,One year,Bank transfer,2,5,0,0
CUST102349,37.0,Female,16,69.42,1194.12,One year,Credit card,1,7,1,0
CUST102350,57.0,Male,3,84.05,244.16,Month-to-month,Credit card,3,7,0,1
CUST102351,51.0,Male,16,67.14,1143.36,Two year,Electronic check,1,6,0,0
CUST102352,52.0,Male,4,32.81,141.98,Month-to-month,Mailed check,1,3,0,1
CUST102353,23.0,Male,3,35.45,92.85,Month-to-month,Bank transfer,0,3,1,1
CUST102354,59.0,Female,65,71.63,4069.08,Month-to-month,Electronic check,0,6,1,0
CUST102355,46.0,Female,22,89.96,1917.79,Month-to-month,Bank transfer,2,8,1,0
CUST102356,37.0,Male,26,34.14,885.0,One year,Electronic check,2,2,0,0
CUST102357,44.0,Female,12,69.8,801.14,Month-to-month,Electronic check,0,4,2,0
CUST102358,18.0,Male,58,88.59,4786.83,One year,Mailed check,2,8,0,0
CUST102359,48.0,Male,24,48.05,1165.02,Two year,Mailed check,2,4,1,1
CUST102360,28.0,Male,35,27.47,817.73,One year,Mailed check,0,2,1,0
CUST102361,23.0,Male,11,26.2,314.72,Month-to-month,Mailed check,1,2,0,0
CUST102362,21.0,Male,72,28.68,1875.02,One year,Electronic check,1,1,0,0
CUST102363,58.0,Male,41,78.09,3455.5,Two year,Electronic check,3,8,0,0
CUST102364,33.0,Male,46,79.39,3203.68,Two year,Electronic check,2,6,0,0
CUST102365,63.0,Female,5,69.73,317.1,One year,Electronic check,1,5,2,1
CUST102366,34.0,Male,8,55.06,400.27,Month-to-month,Bank transfer,2,4,1,1
CUST102367,18.0,Male,8,24.57,216.03,Month-to-month,Credit card,0,2,0,0
CUST102368,26.0,Male,8,28.62,194.88,Month-to-month,Electronic check,2,2,1,0
CUST102369,59.0,Female,46,76.05,,Two year,Electronic check,0,6,0,1
CUST102370,40.0,Male,1,69.5,,Month-to-month,Bank transfer,1,7,1,1
CUST102371,34.0,Female,2,66.98,136.38,Two year,Electronic check,3,5,2,0
CUST102372,44.0,Female,8,37.8,284.46,One year,Credit card,3,2,0,0
CUST102373,49.0,Female,5,74.41,405.38,One year,Bank transfer,1,7,1,0
CUST102374,58.0,Female,6,20.38,131.25,Month-to-month,Electronic check,4,1,0,1
CUST102375,62.0,Male,38,57.25,2085.19,Two year,Electronic check,1,5,0,0
CUST102376,37.0,Male,20,75.52,1500.33,One year,Mailed check,0,7,1,0
CUST102377,23.0,Male,0,34.26,34.26,Month-to-month,Electronic check,1,1,3,1
CUST102378,36.0,Female,13,34.91,497.23,One year,Electronic check,2,3,1,0
CUST102379,46.0,Male,13,47.9,599.32,Two year,Electronic check,3,4,0,0
CUST102380,29.0,Male,3,34.36,109.45,Month-to-month,Credit card,2,2,1,0
CUST102381,29.0,Female,27,79.3,1981.58,One year,Mailed check,1,7,1,0
CUST102382,47.0,Male,29,50.73,1387.24,Month-to-month,Electronic check,3,5,1,1
CUST102383,41.0,Female,31,15.47,427.4,Two year,Bank transfer,1,1,0,0
CUST102384,42.0,Female,31,55.39,1549.32,Two year,Mailed check,0,4,0,0
CUST102385,31.0,Male,0,69.86,69.86,Month-to-month,Mailed check,0,8,0,0
CUST102386,39.0,Male,72,60.28,4243.35,One year,Electronic check,1,4,0,0
CUST102387,29.0,Male,40,80.75,2932.14,One year,Bank transfer,1,8,2,0
CUST102388,54.0,Female,56,69.62,3706.62,One year,Credit card,1,8,0,0
CUST102389,56.0,Female,0,30.16,30.16,Month-to-month,Electronic check,0,2,0,0
CUST102390,18.0,Female,65,77.03,5491.82,Two year,Electronic check,3,7,0,0
CUST102391,29.0,Female,40,77.74,3306.72,One year,Electronic check,3,8,1,0
CUST102392,21.0,Female,44,50.16,2090.05,One year,Electronic check,2,4,1,0
CUST102393,33.0,Male,2,39.92,86.11,Month-to-month,Mailed check,3,2,1,0
CUST102394,41.0,Male,32,72.38,2167.14,Two year,Credit card,1,7,0,0
CUST102395,22.0,Female,72,74.5,5455.06,Month-to-month,Credit card,1,8,1,1
CUST102396,29.0,Male,27,71.61,2110.7,One year,Electronic check,0,7,1,0
CUST102397,28.0,Male,20,53.32,1010.49,Two year,Mailed check,1,3,2,1
CUST102398,45.0,Female,70,47.48,3389.98,One year,Bank transfer,1,2,0,0
CUST102399,43.0,Male,14,49.84,644.72,Two year,Mailed check,0,6,0,0
CUST102400,32.0,Female,22,90.73,1829.54,Month-to-month,Mailed check,2,8,0,1
CUST102401,44.0,Female,16,28.0,445.11,Two year,Electronic check,1,1,1,1
CUST102402,34.0,Male,65,73.39,5222.66,Month-to-month,Mailed check,1,6,1,1
CUST102403,38.0,Female,2,69.6,134.09,Month-to-month,Mailed check,3,7,0,1
CUST102404,65.0,Male,17,59.85,1103.33,Two year,Credit card,1,7,1,0
CUST102405,61.0,Male,28,54.68,1651.37,One year,Bank transfer,0,4,1,0
CUST102406,24.0,Male,38,227.86,1474.17,One year,Electronic check,3,4,3,1
CUST102407,54.0,Male,21,38.89,776.23,Month-to-month,Electronic check,2,4,0,1
CUST102408,53.0,Male,58,63.45,3719.94,Two year,Credit card,4,7,2,0
CUST102409,26.0,Male,68,38.81,2585.01,One year,Mailed check,2,2,0,0
CUST102410,53.0,Male,2,59.12,103.34,Two year,Credit card,0,5,1,0
CUST102411,64.0,Male,12,40.26,530.67,Two year,Electronic check,0,2,0,0
CUST102412,26.0,Female,1,31.35,32.55,Month-to-month,Mailed check,0,1,1,0
CUST102413,29.0,Female,10,30.63,293.87,Month-to-month,Mailed check,1,2,1,1
CUST102414,56.0,Male,18,49.44,,One year,Credit card,0,4,0,0
CUST102415,46.0,Male,58,37.91,1917.1,Two year,Electronic check,1,3,1,0
CUST102416,50.0,Male,45,24.32,1065.75,Month-to-month,Electronic check,0,1,0,0
CUST102417,47.0,Male,3,58.26,189.24,Month-to-month,Mailed check,0,6,0,1
CUST102418,47.0,Female,2,45.12,96.93,Month-to-month,Credit card,0,3,0,0
CUST102419,23.0,Female,21,34.6,678.9,Month-to-month,Credit card,1,1,0,1
CUST102420,57.0,Male,18,19.47,344.45,Month-to-month,Credit card,1,1,3,1
CUST102421,58.0,Male,7,84.25,604.11,Month-to-month,Credit card,0,7,0,1
CUST102422,39.0,Male,55,50.91,2618.05,Two year,Electronic check,1,4,0,0
CUST102423,41.0,Female,63,75.93,4143.64,One year,Electronic check,0,7,1,0
CUST102424,21.0,Male,12,68.4,801.4,One year,Electronic check,1,8,1,1
CUST102425,49.0,Female,53,51.54,2732.74,Month-to-month,Electronic check,1,6,0,0
CUST102426,50.0,Female,12,35.15,359.15,One year,Credit card,3,2,0,0
CUST102427,41.0,Male,32,80.32,2246.12,One year,Credit card,1,7,1,0
CUST102428,58.0,Female,16,76.63,1105.71,Two year,Electronic check,0,8,0,0
CUST102429,37.0,Female,3,79.36,,Two year,Bank transfer,0,6,2,1
CUST102430,50.0,Female,63,55.88,3468.56,Month-to-month,Credit card,3,4,0,1
CUST102431,28.0,Male,15,42.73,591.89,Month-to-month,Mailed check,6,4,0,1
CUST102432,42.0,Male,32,82.25,2418.93,One year,Electronic check,2,8,1,1
CUST102433,40.0,Female,11,93.82,1101.51,Two year,Mailed check,1,7,0,1
CUST102434,45.0,Female,0,40.06,40.06,One year,Mailed check,1,4,1,0
CUST102435,37.0,Female,3,46.23,135.07,One year,Bank transfer,1,3,0,1
CUST102436,40.0,Female,16,63.42,1104.22,One year,Mailed check,1,6,1,0
CUST102437,54.0,Female,28,71.66,2019.03,Two year,Electronic check,3,6,2,1
CUST102438,36.0,Female,10,36.14,371.99,Month-to-month,Credit card,1,1,0,1
CUST102439,20.0,Male,29,54.91,,Month-to-month,Mailed check,0,5,0,0
CUST102440,66.0,Female,29,42.95,1064.92,Two year,Mailed check,2,2,1,0
CUST102441,61.0,Female,29,99.77,2926.7,Two year,Credit card,5,8,0,0
CUST102442,24.0,Female,16,50.53,814.93,Month-to-month,Electronic check,3,4,0,1
CUST102443,52.0,Female,59,72.28,3742.57,Month-to-month,Electronic check,1,6,1,0
CUST102444,,Male,16,61.28,946.69,Month-to-month,Credit card,0,6,0,0
CUST102445,46.0,Female,14,26.15,394.96,Month-to-month,Electronic check,2,1,1,1
CUST102446,46.0,Female,5,80.59,363.17,Month-to-month,Credit card,0,8,0,1
CUST102447,39.0,Male,9,40.38,350.8,Two year,Electronic check,1,2,2,0
CUST102448,31.0,Male,1,67.64,65.29,One year,Electronic check,0,5,0,0
CUST102449,32.0,Male,24,57.12,1443.11,Two year,Mailed check,2,5,0,0
CUST102450,29.0,Male,7,62.27,460.36,One year,Electronic check,2,4,0,0
CUST102451,30.0,Male,9,70.24,657.33,Month-to-month,Bank transfer,1,5,1,1
CUST102452,41.0,Male,35,64.77,2134.02,Two year,Bank transfer,4,5,1,0
CUST102453,32.0,Female,10,69.87,606.48,Month-to-month,Credit card,4,7,1,1
CUST102454,52.0,Female,7,29.11,191.01,Month-to-month,Credit card,3,2,1,0
CUST102455,63.0,Female,4,75.5,308.02,Month-to-month,Electronic check,2,8,1,0
CUST102456,34.0,Female,36,41.59,1535.7,One year,Credit card,2,2,0,0
CUST102457,45.0,Male,3,64.31,210.53,One year,Bank transfer,2,7,1,0
CUST102458,49.0,Male,15,55.41,800.74,Two year,Bank transfer,0,4,1,0
CUST102459,49.0,Female,17,57.35,982.86,One year,Credit card,0,6,1,0
CUST102460,43.0,Male,28,32.59,898.65,Two year,Bank transfer,0,1,0,0
CUST102461,52.0,Female,24,50.14,1068.17,Month-to-month,Mailed check,1,4,0,0
CUST102462,49.0,Female,40,52.67,2033.7,Two year,Bank transfer,3,3,1,1
CUST102463,25.0,Female,1,67.13,66.2,Month-to-month,Electronic check,1,5,1,0
CUST102464,54.0,Female,8,85.48,743.8,Month-to-month,Electronic check,3,7,0,0
CUST102465,54.0,Male,8,37.69,283.92,Month-to-month,Bank transfer,3,1,0,1
CUST102466,31.0,Male,4,67.15,294.12,Month-to-month,Electronic check,1,6,1,0
CUST102467,43.0,Female,8,56.73,447.29,Month-to-month,Electronic check,1,6,0,1
CUST102468,52.0,Male,9,25.58,209.64,Two year,Electronic check,0,2,0,0
CUST102469,39.0,Female,18,25.31,,Month-to-month,Bank transfer,0,3,0,1
CUST102470,57.0,Male,26,73.33,1688.13,Two year,Mailed check,6,8,0,1
CUST102471,75.0,Female,12,66.55,769.24,Two year,Bank transfer,1,6,0,0
CUST102472,31.0,Female,31,37.52,995.03,One year,Mailed check,2,3,1,0
CUST102473,23.0,Female,10,56.56,543.69,Month-to-month,Mailed check,3,5,0,1
CUST102474,46.0,Male,8,37.94,332.99,One year,Mailed check,2,2,1,0
CUST102475,52.0,Male,19,23.57,455.68,Two year,Bank transfer,1,1,1,1
CUST102476,39.0,Female,1,25.03,26.03,One year,Mailed check,2,2,0,1
CUST102477,62.0,Male,2,57.57,101.29,Month-to-month,Credit card,1,5,0,0
CUST102478,23.0,Female,13,66.81,840.98,One year,Credit card,1,7,0,0
CUST102479,52.0,Female,69,63.83,4058.78,Two year,Credit card,2,6,1,0
CUST102480,34.0,Female,31,52.74,1755.15,Month-to-month,Credit card,1,3,1,0
CUST102481,66.0,Female,2,71.84,128.64,Month-to-month,Mailed check,3,7,0,1
CUST102482,70.0,Male,45,72.17,3132.95,One year,Mailed check,1,5,1,0
CUST102483,31.0,Female,32,77.45,2470.99,Two year,Bank transfer,0,6,0,0
CUST102484,34.0,Female,23,45.37,1021.09,Two year,Bank transfer,0,4,0,0
CUST102485,54.0,Male,41,73.11,3170.05,One year,Credit card,1,8,2,0
CUST102486,37.0,Female,12,41.58,452.99,Month-to-month,Bank transfer,2,3,1,1
CUST102487,41.0,Male,6,67.23,380.93,Month-to-month,Credit card,2,5,2,1
CUST102488,42.0,Male,17,22.08,393.39,One year,Electronic check,2,1,1,1
CUST102489,18.0,Male,19,33.26,620.58,One year,Credit card,0,1,0,1
CUST102490,42.0,Female,19,75.67,1366.6,Two year,Bank transfer,5,6,0,0
CUST102491,32.0,Male,20,59.81,1025.57,One year,Bank transfer,2,6,0,0
CUST102492,35.0,Female,71,20.59,1517.95,One year,Electronic check,0,1,0,0
CUST102493,62.0,Female,56,87.7,5368.17,Two year,Credit card,2,8,1,0
CUST102494,24.0,Male,50,51.21,2573.49,One year,Credit card,2,4,0,0
CUST102495,53.0,Male,39,28.51,1183.2,One year,Electronic check,1,2,0,0
CUST102496,38.0,Female,69,23.18,1566.18,Month-to-month,Bank transfer,1,1,1,0
CUST102497,38.0,Male,2,81.44,147.88,Month-to-month,Mailed check,1,8,0,1
CUST102498,53.0,Female,7,69.48,415.16,Two year,Credit card,1,8,3,0
CUST102499,47.0,Male,16,72.13,1169.49,One year,Mailed check,1,6,0,0
CUST102500,50.0,Male,45,62.17,2722.89,One year,Electronic check,4,6,1,0
CUST102501,56.0,Female,17,27.73,492.87,Two year,Mailed check,2,4,0,0
CUST102502,37.0,Male,33,25.81,871.89,Two year,Bank transfer,1,1,0,0
CUST102503,33.0,Male,4,44.07,193.38,Month-to-month,Electronic check,1,4,0,0
CUST102504,27.0,Male,7,95.51,653.58,Month-to-month,Bank transfer,1,8,0,1
CUST102505,30.0,Male,32,21.32,652.76,Two year,Credit card,2,1,0,0
CUST102506,80.0,Female,4,25.22,92.98,Month-to-month,Credit card,0,2,1,0
CUST102507,59.0,Female,10,62.06,601.5,One year,Electronic check,2,5,1,1
CUST102508,23.0,Male,7,20.72,154.93,Month-to-month,Credit card,3,1,1,0
CUST102509,23.0,Female,10,51.76,445.45,One year,Bank transfer,1,5,1,0
CUST102510,49.0,Female,30,30.08,987.65,One year,Electronic check,1,1,1,0
CUST102511,50.0,Male,11,25.68,310.26,Month-to-month,Electronic check,2,2,0,1
CUST102512,50.0,Male,19,70.34,1335.73,Two year,Electronic check,3,8,0,0
CUST102513,38.0,Female,3,87.81,245.75,Month-to-month,Credit card,2,7,0,1
CUST102514,40.0,Female,39,70.64,2495.34,One year,Electronic check,1,6,0,0
CUST102515,47.0,Female,11,55.89,565.07,Month-to-month,Electronic check,1,5,1,1
CUST102516,43.0,Female,25,81.97,1767.53,Month-to-month,Bank transfer,0,8,0,1
CUST102517,18.0,Male,31,54.05,1623.24,Two year,Bank transfer,0,4,0,0
CUST102518,39.0,Female,6,33.79,175.23,Month-to-month,,1,1,0,1
CUST102519,30.0,Female,52,59.95,3209.73,Two year,,0,6,2,0
CUST102520,44.0,Female,23,28.93,627.45,Month-to-month,Electronic check,4,1,0,0
CUST102521,80.0,Male,13,45.95,537.52,One year,Credit card,2,4,1,0
CUST102522,47.0,Male,5,80.49,396.9,Month-to-month,Electronic check,1,8,2,1
CUST102523,38.0,Male,68,35.29,2623.95,Two year,Bank transfer,2,2,0,0
CUST102524,55.0,Female,34,41.95,1460.22,Two year,Bank transfer,0,3,0,0
CUST102525,49.0,Male,6,31.88,186.1,Month-to-month,Electronic check,0,1,1,1
CUST102526,48.0,Male,10,77.9,813.45,Two year,Credit card,3,7,0,0
CUST102527,50.0,Male,40,37.93,1569.34,Month-to-month,Mailed check,0,4,2,1
CUST102528,71.0,Male,29,31.14,968.92,Two year,Electronic check,1,3,0,0
CUST102529,26.0,Female,35,23.04,726.7,Two year,Credit card,4,1,1,0
CUST102530,49.0,Female,14,72.63,1082.63,Two year,Bank transfer,4,5,0,0
CUST102531,29.0,Female,30,75.19,2087.1,Two year,Bank transfer,3,8,1,0
CUST102532,50.0,Male,12,64.33,837.77,One year,Mailed check,0,6,0,0
CUST102533,29.0,Female,6,61.71,,Month-to-month,Credit card,1,6,0,1
CUST102534,36.0,Male,24,45.57,1183.05,Month-to-month,Electronic check,0,4,0,0
CUST102535,38.0,Male,72,59.43,4668.12,One year,Electronic check,1,5,2,0
CUST102536,56.0,Male,9,45.21,360.66,One year,Mailed check,1,2,1,1
CUST102537,55.0,Male,15,45.65,748.86,Month-to-month,Electronic check,0,3,0,1
CUST102538,25.0,Male,27,43.57,1025.14,Two year,Bank transfer,2,4,0,0
CUST102539,43.0,Female,19,96.03,1650.58,One year,Mailed check,0,7,1,0
CUST102540,32.0,Female,45,26.63,1151.66,One year,Electronic check,5,1,0,0
CUST102541,24.0,Female,34,61.38,2292.27,Two year,Electronic check,0,6,0,0
CUST102542,39.0,Male,1,37.3,36.26,Month-to-month,Bank transfer,5,1,0,1
CUST102543,38.0,Male,72,38.25,2719.86,Two year,Credit card,0,3,0,0
CUST102544,76.0,Male,34,71.3,2481.43,Month-to-month,Mailed check,0,5,1,1
CUST102545,48.0,Female,48,51.03,2674.97,Two year,Bank transfer,1,5,1,0
CUST102546,23.0,Female,25,61.44,1606.41,Month-to-month,Electronic check,0,4,0,1
CUST102547,34.0,Female,47,51.61,2197.75,Month-to-month,Bank transfer,2,4,0,0
CUST102548,56.0,Male,3,68.33,189.77,One year,Electronic check,1,5,0,0
